"type","city","street","cost","area"
"2er WG","Berlin Pankow","Brehmestr. 54","600","23"
"2er WG","Berlin Steglitz-Zehlendorf","Ahrenshooperzeile 18","480","30"
"8er WG","Berlin Charlottenburg","Pariser Strasse","675","22"
"2er WG","Berlin Kreuzberg","Skalitzer Straße, nähe Sc...","520","12"
"7er WG","Berlin Dahlem","Podbielskiallee, 15","200","8"
"7er WG","Berlin Dahlem","Podbielskiallee 15","250","15"
"2er WG","Berlin Wilmersdorf","Heiligendammerstr","535","12"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Seumestrasse","950","43"
"4er WG","Berlin Schöneberg","Hauptstraße 17","540","35"
"4er WG","Berlin Prenzlauer Berg","Danzigerstraße/ Greifswal...","630","23"
"2er WG","Berlin Oberschöneweide","Griechische Allee 16","570","25"
"3er WG","Berlin Schöneberg","Katzlerstr. xxx","456","25"
"2er WG","Berlin Kreuzberg","Heckmannufer","850","50"
"3er WG","Berlin Charlottenburg","Kantstraße","420","10"
"2er WG","Berlin Weißensee","Gustav-Adolf-Str. 168","500","16"
"2er WG","Berlin Lichtenberg","Atzpodienstraße 38","620","25"
"3er WG","Berlin Neukölln","nähe Hermannstr","437","26"
"6er WG","Berlin Hohenschönhausen","Röttkenring 29","460","20"
"6er WG","Berlin Hohenschönhausen","Rüdickenstr. 30","500","23"
"3er WG","Berlin Friedrichshain","Pillauer Str","380","17"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Spandauer Damm 136","600","27"
"3er WG","Berlin Wedding","Ritterlandweg 26","500","20"
"2er WG","Berlin Reinickendorf","Reginhardstraße","505","12"
"1-Zimmer-Wohnung","Berlin Buckow","An den Achterhöfen 00","660","34"
"2er WG","Berlin Neukölln","Hermanplatz","500","21"
"1-Zimmer-Wohnung","Berlin Neukölln","Sonnenallee","825","30"
"2er WG","Berlin Neukölln","Sonnenallee, 62","620","18"
"2er WG","Berlin Mitte","Brunnenstraße","480","13"
"2er WG","Berlin Neukölln","Treptower strasse 14","343","20"
"1-Zimmer-Wohnung","Berlin Neukölln","Kienitzer Straße 104","546","39"
"2er WG","Berlin Rudow","nahe U-Bahn Zwickauer Damm","550","18"
"3er WG","Berlin Neukölln","Ringbahnstrasse","470","20"
"2er WG","Berlin Wedding","Togostr","433","15"
"4er WG","Berlin Friedrichshain","Zellestraße 22","340","18"
"2er WG","Berlin Köpenick","Seelenbinderstraße","450","30"
"2er WG","Berlin Mitte","Fischerinsel","580","15"
"11er WG","Berlin Buch","Röbellweg 14","430","14"
"2er WG","Berlin Gatow","buchwaldzeile","300","15"
"2er WG","Berlin Prenzlauer Berg","Storkower Straße","600","17"
"2er WG","Berlin Lichtenrade","Uhlandstraße","280","10"
"3er WG","Berlin Baumschulenweg","Mosischstr. 3a","300","15"
"2er WG","Berlin Wedding","Schulstrasse 20","490","28"
"2er WG","Berlin Kreuzberg","Skalitzer Strasse 59","550","16"
"2er WG","Berlin Kreuzberg","Skalitzer straße 59","550","16"
"2er WG","Berlin Friedenau","Kundrystraße 4","450","19"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Görlitzer Str.","650","35"
"2er WG","Berlin Zehlendorf","Ramsteinweg 13","25","20"
"3er WG","Berlin Wilmersdorf","Wiesbadener Str. 28","540","15"
"3er WG","Berlin Wedding","Fordoner str. 8","330","10"
"2er WG","Berlin Tiergarten","Gerhardtstr. 3","1000","50"
"2er WG","Berlin Friedrichshain","Corinthstraße","500","19"
"2er WG","Berlin Tiergarten","Stromstrasse 26a","550","15"
"2er WG","Berlin Schöneberg","Goltzstraße","490","17"
"2er WG","Berlin Berlin","Warthestraße 1","666","24"
"2er WG","Berlin Steglitz-Zehlendorf","Telramundweg 12","674","18"
"2er WG","Berlin Charlottenburg","Carmerstr. 10","550","20"
"2er WG","Berlin Mitte","Wallstraße","600","12"
"3er WG","Berlin Niederschöneweide","Britzer Str. 25","420","17"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Rigaer Straße 27","833","43"
"2er WG","Berlin Mitte","Habersaatstr. 36a","700","18"
"4er WG","Berlin Französisch Buchholz","Chartronstr.","480","20"
"3er WG","Berlin Kreuzberg","Liegnitzer Str. 16","400","14"
"2er WG","Berlin Prenzlauer Berg","Stargarderstrasse","400","12"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Bornholmer Strasse","665","38"
"4er WG","Berlin Rosenthal","An der Priesterkoppel 11A","360","18"
"2er WG","Berlin Friedrichshain-Kreuzberg","Mühlenstr 73","480","7"
"2er WG","Berlin Mitte","Heinrich-Heine-Platz","480","23"
"1-Zimmer-Wohnung","Berlin Wedding","Genter Straße 4","455","41"
"2er WG","Berlin Friedrichshain","Simplonstraße","330","22"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Reichweindamm","750","36"
"1-Zimmer-Wohnung","Berlin Gesundbrunnen","Grüntalerstr. 58","1650","65"
"3er WG","Berlin Mitte","Neue Hochstrasse 30","550","15"
"2er WG","Berlin Alt-Hohenschönhausen","Sandinostraße 15","490","15"
"3er WG","Berlin Mitte","Neue Hochstrasse 30","550","15"
"2er WG","Berlin Steglitz","Markelstr. 38","420","20"
"3er WG","Berlin Prenzlauer Berg","Choriner Str. 55","555","25"
"5er WG","Berlin Wilmersdorf","Bundesplatz","265","14"
"3er WG","Berlin Neukölln","Braunschweiger Str.","560","23"
"3er WG","Berlin Steglitz","Bergstrasse","550","20"
"2er WG","Berlin Moabit","Stephanstraße","600","25"
"2er WG","Berlin Charlottenburg","Heilmannring","427","12"
"4er WG","Berlin Charlottenburg","Später","300","12"
"3er WG","Berlin Schöneberg","Gleditschstr.","420","15"
"2er WG","Berlin Kreuzberg","Oranienstraße","790","17"
"2er WG","Berlin Friedrichshain","Georgenkirchstraße 13","490","20"
"4er WG","Berlin Kreuzberg","Wrangelstr. 54","575","9"
"4er WG","Berlin Lichtenberg","Ratr. 15","600","13"
"1-Zimmer-Wohnung","Berlin Neukölln","Niemetzstraße","571","40"
"2er WG","Berlin Charlottenburg","Knesebeckstr, 98","550","23"
"3er WG","Berlin Lichtenberg","Coppistr","350","22"
"2er WG","Berlin Friedrichshain","Karl-Marx-Allee 109","465","20"
"2er WG","Berlin Friedrichshain","Jessnerstraße, 1","525","25"
"1-Zimmer-Wohnung","Berlin Schöneberg","Willmanndamm 4","850","35"
"3er WG","Berlin Berlin","Corinthstrasse, 62","520","22"
"2er WG","Berlin Charlottenburg","Kaiserin-Augusta-Allee 95","550","21"
"3er WG","Berlin Britz","Britzer Damm","400","12"
"1-Zimmer-Wohnung","Berlin Steglitz-Zehlendorf","Telramundweg 12","674","38"
"4er WG","Berlin Tiergarten","Wullenweber Straße 8","750","27"
"4er WG","Berlin Kreuzberg","Dieffenbachstr.","490","12"
"3er WG","Berlin Mitte","Chausseestrasse","540","20"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Gärtnerstraße","800","48"
"1-Zimmer-Wohnung","Berlin Steglitz","Rathaus Steglitz","890","50"
"2er WG","Berlin Wedding","Edinburger Straße","500","23"
"3er WG","Berlin Berlin","Corinthstrasse, 62","630","17"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Dernburgstr","590","52"
"2er WG","Berlin Lichtenberg","Weitlingstraße 34","480","16"
"1-Zimmer-Wohnung","Berlin Tempelhof","Konradinstr. 4","674","43"
"2er WG","Berlin Wedding","Afrikanischestrasse","475","27"
"2er WG","Berlin Steglitz","Kissinger Str. 17","20","20"
"4er WG","Berlin Prenzlauer Berg","Danziger Str.","500","22"
"3er WG","Berlin Steglitz","Kissinger Str. 17","20","20"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Katzbachstrasse XX","799","42"
"2er WG","Berlin Reinickendorf","Reginhardstr. xx","649","16"
"2er WG","Berlin Mitte","Rathenowerstraße","575","30"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Pestalozzistraße","505","24"
"3er WG","Berlin Schöneberg","Heilbronner Str. 1","450","12"
"3er WG","Berlin Schöneberg","10823","469","13"
"1-Zimmer-Wohnung","Berlin Lankwitz","Lankwitz, Berlin","550","30"
"2er WG","Berlin Kreuzberg","Kottbusser Damm 9","610","60"
"8er WG","Berlin Charlottenburg","Harbigstraße 14","320","24"
"2er WG","Berlin Bohnsdorf","Bohnsdorfer Kirchsteig","380","16"
"2er WG","Berlin Biesdorf","Weißenhöher Straße 78","550","20"
"1-Zimmer-Wohnung","Berlin Tempelhof","Kaiserkroso 15","650","44"
"2er WG","Berlin Friedrichshain","Lehmbruckstrasse 20","1450","22"
"4er WG","Berlin Steglitz","Ringstr. 104","450","28"
"3er WG","Berlin Pankow","Kavalierstraße 19c","500","27"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Ludwigkirchstr. 1","500","15"
"3er WG","Berlin Tempelhof","Westphalweg","400","20"
"3er WG","Berlin Tempelhof","Westphalweg","400","20"
"2er WG","Berlin Spandau","Seegefelder","450","18"
"3er WG","Berlin Schöneberg","Nymphenburger Street","370","10"
"3er WG","Berlin Neukölln","Kiehlufer 73","600","23"
"4er WG","Berlin Wannsee","Sommerfieldring 0","380","18"
"3er WG","Berlin Neukölln","Kreuzkölln Paullinke Ufer","550","23"
"2er WG","Berlin Kreuzberg","Dieffenbachtr.","600","30"
"2er WG","Berlin Neukölln","Parchimer Allee","410","16"
"3er WG","Berlin Reinickendorf","88 Kienhorstr.","600","24"
"4er WG","Berlin Zehlendorf","Machnowerstraße 11","415","11"
"4er WG","Berlin Ostbahnhof","Franz Mehring Platz","350","20"
"4er WG","Berlin Wedding","Wriezener Str. 1","690","37"
"3er WG","Berlin Schöneberg","Potsdamer Str. 115","450","14"
"3er WG","Berlin Charlottenburg","Spandauer Damm 239","560","12"
"14er WG","Berlin Grunewald","Falterweg","130","10"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Mainzerstr. 27","787","25"
"4er WG","Berlin Wedding","Pankstraße 46","370","25"
"2er WG","Berlin Neukölln","Sonnenallee 95","956","14"
"12er WG","Berlin Niederschönhausen","Schloßallee 41","400","10"
"3er WG","Berlin Berlin","Bundesallee 196","500","12"
"4er WG","Berlin Steglitz","Tietzenweg 0","430","20"
"2er WG","Berlin Tiergarten","Bissingzeile, 4","275","14"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Chodowieckistraße 23","600","40"
"2er WG","Berlin Berlin","Kaiser-Friedrich-Straße","450","16"
"3er WG","Berlin Lichtenberg","Persiusstr. 13","569","15"
"4er WG","Berlin Neukölln","Mariendorfer Weg 30","525","16"
"4er WG","Berlin Mitte/Moabit","Klara-Franke-Straße 8","830","18"
"4er WG","Berlin Kreuzberg","Katzbachstrasse 32","400","12"
"3er WG","Berlin Prenzlauer Berg","Metzer Straße","230","22"
"2er WG","Berlin Grünau","Baderseestraße 9","600","16"
"2er WG","Berlin Weißensee","Streustr. 4","400","15"
"1-Zimmer-Wohnung","Berlin Mitte","Otto-Braun-Straße 65","529","19"
"2er WG","Berlin Zehlendorf","Argentinische Allee","360","14"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Neue Kantstrasse","790","36"
"3er WG","Berlin Prenzlauer Berg","Schönhauser Allee","590","30"
"2er WG","Berlin Lichtenberg","Alt-Friedichsfelde 17","450","11"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Göhrener Straße, 3","200","35"
"2er WG","Berlin Friedrichshain","Persiusstraße 12","550","17"
"4er WG","Berlin Neu-Hohenschönhausen","Malchowerweg","450","17"
"4er WG","Berlin Prenzlauer Berg","Arnswalder Platz","345","18"
"2er WG","Berlin Britz","Martin-Wagner-Ring 5A","300","14"
"1-Zimmer-Wohnung","Berlin Wedding","koloniestraße","850","35"
"2er WG","Berlin Charlottenburg","Kaiserin-Augusta-Allee 95","700","24"
"3er WG","Berlin Mitte/Ecke Kreuzberg","Engeldamm 26","450","21"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Knaackst., 8","900","40"
"4er WG","Berlin Neukölln","Silbersteinstraße 55","590","22"
"3er WG","Berlin Schöneberg","Barbarossa Straße","530","11"
"2er WG","Berlin Charlottenburg","Rönnestr","600","24"
"2er WG","Berlin Charlottenburg","Glockenturmstraße 36","750","62"
"1-Zimmer-Wohnung","Berlin Wedding","Turiner Str.12","700","42"
"8er WG","Berlin Charlottenburg","Carmerstrasse 12","250","10"
"1-Zimmer-Wohnung","Berlin Mitte","Sophienstr. x","800","35"
"2er WG","Berlin Prenzlauer Berg","Kastanienallee 88","600","14"
"3er WG","Berlin Mitte","Brunnenstr.","600","35"
"2er WG","Berlin Kreuzberg","Annenstr. 1-30","470","16"
"3er WG","Berlin Mitte","Max-Beer-Straße 46","480","18"
"2er WG","Berlin Mitte","Arkonaplatz 7","700","25"
"4er WG","Berlin Gesundbrunnen","Schwedenstrasse","510","22"
"3er WG","Berlin Lichtenberg","Waldowstraße 123","500","20"
"3er WG","Berlin Neukölln","Lauterberger Str.","390","23"
"3er WG","Berlin Spandau","Simonring","250","10"
"1-Zimmer-Wohnung","Berlin Weißensee","Langhansstr. 135","450","32"
"2er WG","Berlin Prenzlauer Berg","Kopenhagener Str.","450","13"
"2er WG","Berlin Mitte","Beusselstr 63","530","28"
"2er WG","Berlin Prenzlauer Berg","Danziger Str.","400","16"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Riehlstraße, 9","800","28"
"1-Zimmer-Wohnung","Berlin Tempelhof-Schöneberg","Suadicanistr 3","600","49"
"3er WG","Berlin Lichtenberg","Rudolf-Seiffert-Straße 54","550","10"
"1-Zimmer-Wohnung","Berlin Moabit","Turmstr. 29","1300","50"
"2er WG","Berlin Zehlendorf","Bogenstrasse 10","390","20"
"5er WG","Berlin Charlottenburg Amtsgericht","Leonhardtstr. 55","650","20"
"1-Zimmer-Wohnung","Berlin Köpenick","in Köpenick Stadtteil Uhl...","565","39"
"2er WG","Berlin Wedding","Lüderitzstr.","550","23"
"3er WG","Berlin Neukölln","Kiehlufer, 17","600","20"
"4er WG","Berlin Prenzlauer Berg","Erich-Weinert-Straße 138","550","15"
"3er WG","Berlin Charlottenburg","nahe Savignyplatz","400","18"
"2er WG","Berlin Kreuzberg","Manteuffelstr.","580","17"
"2er WG","Berlin Kreuzberg","Manteuffelstr.","580","17"
"1-Zimmer-Wohnung","Berlin Neukölln","Stuttgarter Straße","550","42"
"2er WG","Berlin Prenzlauer Berg","Schönhauser Allee 135A","30","20"
"5er WG","Berlin Reinickendorf","Liebfrauenweg 6","550","22"
"3er WG","Berlin Charlottenburg","Wormser Str 3","600","30"
"5er WG","Berlin Steglitz-Zehlendorf","Berliner str 2","430","25"
"2er WG","Berlin Spandau","Sandau","380","58"
"3er WG","Berlin Neukölln","Uthmanstraße","350","10"
"3er WG","Berlin Kreuzberg","marheinekeplatz","500","14"
"2er WG","Berlin Pankow","Damerowstr. 53","544","22"
"3er WG","Berlin Wedding","Bornemannstr.","350","10"
"3er WG","Berlin BERLIN","sewanstrasse, 175","350","20"
"2er WG","Berlin Berlin","Linienstraße","650","25"
"2er WG","Berlin Tempelhof","Viktoriastraße","360","18"
"2er WG","Berlin Neukölln","Schönstedtstraße 11","460","28"
"2er WG","Berlin Mitte","Ifflandstr, 4","550","18"
"2er WG","Berlin Kreuzberg","Fichtestraße 20","520","18"
"3er WG","Berlin Friedrichshain-Kreuzberg","Görlitzer Str.","440","15"
"2er WG","Berlin Prenzlauer Berg","Hans-Otto-Str., 6","450","15"
"4er WG","Berlin Friedrichshain","Kaskelstraße","450","30"
"3er WG","Berlin Bergmannkiez","Fürbringerstr. 7","650","20"
"2er WG","Berlin Neukölln","Allerstraße 43","520","14"
"2er WG","Berlin Prenzlauer Berg","Greifswalder Straße","550","20"
"2er WG","Berlin Friedrichshain-Kreuzberg","Hallesches Ufer 30","699","20"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Petersburger Platz","500","25"
"3er WG","Berlin Pankow","Schönholzerstraße","380","10"
"2er WG","Berlin Charlottenburg","Popitzweg","500","16"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Alte Jakobstr.","600","32"
"2er WG","Berlin Kreuzberg","Wassertostrasse 65","550","15"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Harbigstraße 14","235","11"
"2er WG","Berlin Lichtenberg/Ostkreuz","Leopoldstraße","395","13"
"1-Zimmer-Wohnung","Berlin Wedding","Müllerstr. 74","350","16"
"3er WG","Berlin Kreuzberg","Admiralstr. 0","460","15"
"3er WG","Berlin Charlottenburg-Wilmersdorf","Uhlandstr.","500","16"
"2er WG","Berlin Friedrichshain-Kreuzberg","Falckenstein","550","15"
"2er WG","Berlin Mitte","Kremmener Str.","690","20"
"2er WG","Berlin Schmargendorf","Misdroyer Str.","565","26"
"4er WG","Berlin Tiergarten","Eyke-von-Repkow-Platz 1","600","33"
"3er WG","Berlin Lichtenrade","Wünsdorferstraße","310","8"
"3er WG","Berlin Kreuzberg","Dieffenbachstrasse 67","400","15"
"3er WG","Berlin Friedrichshain","Comeniusplatz 2","400","15"
"2er WG","Berlin Reinickendorf","Antonienstraße","450","15"
"2er WG","Berlin Pankow / Prenzlauer Berg ...","Prenzlauer Promenade 16","550","35"
"2er WG","Berlin Kreuzberg","Solmsstr.14","570","18"
"3er WG","Berlin Schöneberg","Kurfürstenstr.166 A","500","19"
"3er WG","Berlin Mitte","Hansaplatz","396","14"
"2er WG","Berlin Mitte","Weydingerstr. 6","400","13"
"3er WG","Berlin Schöneberg","Innsbrucker Str.44a","600","20"
"2er WG","Berlin Friedrichshain","Rigaer Straße, 18","600","12"
"3er WG","Berlin Friedrichshain","Modersohnstraße","600","14"
"3er WG","Berlin Kaulsdorf","Lili-Grün-Weg 2","430","12"
"2er WG","Berlin Charlottenburg","Olbersstrasse 55","495","16"
"2er WG","Berlin Charlottenburg","Friedrichsruher Strasse","550","25"
"2er WG","Berlin Grünau","Lahmertstrasse","450","16"
"3er WG","Berlin Wedding","Koloniestr.","460","26"
"2er WG","Berlin Wedding","Pankower Allee 74","400","15"
"2er WG","Berlin Lichterfelde","Lankwitzer Straße 4a","400","16"
"4er WG","Berlin Treptow","Baumschulenstraße , 102","750","45"
"3er WG","Berlin Oberschöneweide","Wilhelminenhofstraße 5","570","21"
"6er WG","Berlin Siemensstadt","Schuckertplatz 5","525","29"
"3er WG","Berlin Prenzlauer Berg","Elsa-Brändström-Str.","450","10"
"4er WG","Berlin Tegel","Schubartstraße","590","22"
"3er WG","Berlin Nikolassee","Waltharistr.","600","18"
"5er WG","Berlin Köpenick","Wilhelminenhofstraße 29","435","10"
"2er WG","Berlin Neukölln","Allerstraße 46","520","20"
"2er WG","Berlin Schöneberg","Kolonnenstraße","600","20"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Deidesheimer Straße","550","19"
"1-Zimmer-Wohnung","Berlin Neukölln","Friedelstraße 54","751","28"
"4er WG","Berlin Mitte","Leipziger Str. 57","1235","35"
"1-Zimmer-Wohnung","Berlin Reinickendorf","Pfahlerstraße","700","32"
"2er WG","Berlin Friedrichshain","Sonntagstraße","495","12"
"3er WG","Berlin Lichterfelde","Lorenzstr.","390","14"
"1-Zimmer-Wohnung","Berlin Spandau","Neuendorfer Straße","650","44"
"3er WG","Berlin Prenzlauer Berg","Storkower Str. 20","340","12"
"2er WG","Berlin Neukölln","Okerstr.","450","25"
"3er WG","Berlin Mitte","Marienstrasse","500","12"
"3er WG","Berlin Charlottenburg-Wilmersdorf","Uhlandstr.","500","16"
"3er WG","Berlin Friedrichshain","Liebigstrasse","380","15"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Lise-Meitner Str.,","400","31"
"3er WG","Berlin Charlottenburg","Knobelsdorffstraße 21","625","25"
"2er WG","Berlin Moabit","Huttenstr.10","490","18"
"4er WG","Berlin Kreuzberg","wrangelstrasse 93","25","12"
"5er WG","Berlin Charlottenburg","26","495","12"
"4er WG","Berlin Friedrichshain","Karl-Marx-Allee","470","22"
"2er WG","Berlin Bosestra?e 38","Bosestraße 38","380","20"
"4er WG","Berlin Charlottenburg","Spandauer damm 101","390","17"
"3er WG","Berlin Wedding","Reinickendorfer Str. 46","460","27"
"2er WG","Berlin Berlin","Delbrückstrasse 63","425","19"
"1-Zimmer-Wohnung","Berlin Grunewald","Caspar-Theyß-Str.34","1156","25"
"2er WG","Berlin Lichterfelde","Billy-Wilder-Promenade","650","22"
"3er WG","Berlin Halensee","Westfälische Strasse","455","12"
"2er WG","Berlin Charlottenburg","Heilbronnerstr. 23-24","410","15"
"2er WG","Berlin Prenzlauer Berg","Greifenhagener Str. 22","600","27"
"2er WG","Berlin Berlin","Klarastrasse 7","390","16"
"1-Zimmer-Wohnung","Berlin Siemensstadt","Wehneltsteig","780","48"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Sorauer Strasse, 20","560","34"
"5er WG","Berlin Tempelhof","Tempelhfer Damm 145","372","19"
"3er WG","Berlin Tempelhof","Manteuffelstraße 39","350","12"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Kinzigstr.","790","34"
"1-Zimmer-Wohnung","Berlin Charlottenburg-Wilmersdorf","Fassanenstrasse","675","28"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Sophie- Charlotten-Straße","650","35"
"2er WG","Berlin Prenzlauer Berg","Neumannstrasse 4","550","16"
"8er WG","Berlin Zehlendorf","Onkel-Tom Straße 52","215","15"
"2er WG","Berlin Mitte","Rosa- Luxemburg- Str.","800","20"
"1-Zimmer-Wohnung","Berlin Wedding","Seestrasse 17","850","40"
"3er WG","Berlin Steglitz-Zehlendorf","Karlplatz 1","670","18"
"5er WG","Berlin Moabit","37 Waldstrasse","750","15"
"2er WG","Berlin Grünau","Wassersportallee 17","550","13"
"1-Zimmer-Wohnung","Berlin Schöneberg","Straße 0","700","45"
"2er WG","Berlin Berlin","Stallschreiberstraße, 40","470","16"
"2er WG","Berlin Friedrichshain","Bersarinplatz","620","13"
"2er WG","Berlin Wilmersdorf","Eislebener Str","599","30"
"2er WG","Berlin Mitte","Linienstr.","390","9"
"3er WG","Berlin Kreuzberg","Hasenheide 12","650","17"
"1-Zimmer-Wohnung","Berlin Mitte","Choriner Straße 13","1000","47"
"2er WG","Berlin Friedrichshain","LebuserStr. 17","950","26"
"3er WG","Berlin Zehlendorf","Laehrscher Jagdweg","530","15"
"3er WG","Berlin Schöneberg","Ebersstr.","600","15"
"2er WG","Berlin Friedrichshain","Koppenstrasse 81","700","19"
"2er WG","Berlin Kreuzberg","Paul-Lincke-Ufer","590","28"
"3er WG","Berlin Friedrichshain","Friedrichsberger Straße 15","446","17"
"3er WG","Berlin Gesundbrunnen","Hochstrasse 7","627","14"
"3er WG","Berlin Charlottenburg","Windscheidstr. 40","700","30"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Cauerstrasse 33","675","38"
"4er WG","Berlin Prenzlauer Berg","Nahe S Schönhauser Allee","465","16"
"1-Zimmer-Wohnung","Berlin Neukölln","Schillepromenade 3","390","44"
"2er WG","Berlin Kreuzberg","Fuerbringerstr. 20","850","28"
"2er WG","Berlin Mitte","Friedrichstr","750","18"
"3er WG","Berlin Neukölln","Karl-Marx.222","500","20"
"3er WG","Berlin Wedding","Reinickendorfer Str.","450","25"
"4er WG","Berlin Friedrichshain","Landsberger Allee 65","950","75"
"2er WG","Berlin Moabit","Sickingenstraße 8","320","15"
"2er WG","Berlin Berlin","Halskestraße 40","550","25"
"2er WG","Berlin Kreuzberg","Dudenstraße","450","20"
"2er WG","Berlin Köpenick","Seelenbinderstr. 159","530","21"
"2er WG","Berlin Prenzlauer Berg","Winsstraße 28","475","20"
"4er WG","Berlin Kreuzberg","wrangelstrasse 93","25","12"
"1-Zimmer-Wohnung","Berlin Neukölln","Ilsenhof","650","46"
"2er WG","Berlin Wedding","Seestraße, 101","520","22"
"10er WG","Berlin Neukölln","Silbersteinstraße, 5-7","700","18"
"2er WG","Berlin Zehlendorf","Dubrowstraße","440","18"
"2er WG","Berlin Prenzlauer Berg","Meyerheimstraße 2","650","22"
"2er WG","Berlin Mitte","Linienstraße","650","25"
"2er WG","Berlin Wedding","Seestr. 72","500","18"
"1-Zimmer-Wohnung","Berlin Neukölln","Emser Str","750","42"
"2er WG","Berlin Alex/HackischerMarkt","Rosenstr.12 / 2","460","16"
"3er WG","Berlin Charlottenburg","Riehlstraße","580","24"
"3er WG","Berlin Alex/HackischerMarkt","Rosenstr.12 / 3","470","18"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Schreinerstrasse","300","41"
"3er WG","Berlin Charlottenburg","Wilmersdorfer Str. 15","500","10"
"3er WG","Berlin Pankow","Pankow und Umgebung","600","120"
"10er WG","Berlin Charlottenburg","Danckelmannstraße","15","18"
"2er WG","Berlin Steglitz","Brandenburgische Str.","650","18"
"2er WG","Berlin Charlottenburg","Kaiser-Friedrich-Straße 4...","450","16"
"1-Zimmer-Wohnung","Berlin Reinickendorf","Schwabstraße","1000","43"
"2er WG","Berlin Neukölln","Niemetzstr.","360","17"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Heckmannufer 6","900","55"
"2er WG","Berlin Frohnau","Oranienburger Chaussee 3x","500","15"
"2er WG","Berlin Berlin","Dietzgen strasse 59","490","21"
"2er WG","Berlin Lichtenberg","Sewanstraße","335","12"
"3er WG","Berlin Berlin","Spandauer Damm, 245A","500","10"
"2er WG","Berlin Lichtenberg","Weitlingstraße 90","460","23"
"2er WG","Berlin Grunewald","Lynarstraße 19A","400","20"
"1-Zimmer-Wohnung","Berlin Neukölln","Weisestraße 7","750","34"
"10er WG","Berlin Wedding","Sparrstr 3A","900","20"
"2er WG","Berlin Friedenau","Niedstraße 19","400","16"
"2er WG","Berlin Oberschöneweide","Wassrstr","500","18"
"4er WG","Berlin Prenzlauer Berg","Straßburger Straße","815","16"
"2er WG","Berlin Tempelhof","Attilastraße 167","400","20"
"10er WG","Berlin Wedding","Sparrstr 3a","850","20"
"1-Zimmer-Wohnung","Berlin Moabit","Wiclefstrasse","700","36"
"2er WG","Berlin Schöneberg","Grazer Damm 148","402","11"
"3er WG","Berlin Schöneberg","Keine Angabe","495","19"
"2er WG","Berlin Wedding","Schwedenstraße, 4","650","25"
"3er WG","Berlin Friedenau","Büsingstraße","550","20"
"2er WG","Berlin Wedding","Schwedenstraße 4","700","25"
"1-Zimmer-Wohnung","Berlin Gesundbrunnen","Bärbel-Bohley-Ring 26","599","21"
"3er WG","Berlin Karow","Rübländerstraße","400","17"
"2er WG","Berlin Tempelhof","Tauernallee","445","13"
"5er WG","Berlin Wedding","Schwedenstr. 10","450","14"
"2er WG","Berlin Neukölln","Harzer Straße 28","850","16"
"2er WG","Berlin Neukölln","Harzer Straße 28","700","10"
"3er WG","Berlin Wannsee","Bergstückerstr.10","590","25"
"4er WG","Berlin Reinickendorf","Gustave-Courbet-Straße","410","18"
"5er WG","Berlin Spandau","Scharfe Lanke 67","290","16"
"1-Zimmer-Wohnung","Berlin Mitte","Lindenstraße xy","798","37"
"3er WG","Berlin Friedrichshain-Kreuzberg","Eisenbahnstr. 6","590","18"
"3er WG","Berlin Schöneberg","Katzlerstrasse","470","12"
"2er WG","Berlin Wilmersdorf","Nassauische Straße 4","660","50"
"5er WG","Berlin Neukölln","Hermannstraße 123","235","9"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Knaackstraße","500","35"
"2er WG","Berlin Charlottenburg","Richard-Wagner Str","499","22"
"4er WG","Berlin Friedrichshain","Gabriel-Max-Straße","700","15"
"3er WG","Berlin Friedrichshain","Bossestraße 4","270","11"
"2er WG","Berlin Friedrichshain","Landsberger allee. 102","760","18"
"2er WG","Berlin Friedrichshain-Kreuzberg","Lausitzer Straße 12","550","18"
"8er WG","Berlin Schulzendorf Randberlin","Chemnitzer Str. 55","300","30"
